,date,hour_of_day,S_wait_time,SE_wait_time
18996,2019-01-18,10.0,55.0,27.78
18997,2019-01-18,11.0,49.55,55.56
18998,2019-01-18,12.0,53.33,69.44
18999,2019-01-18,13.0,46.5,18.5
19000,2019-01-18,14.0,41.67,27.0
19001,2019-01-18,15.0,42.0,24.44
19002,2019-01-18,16.0,38.0,29.0
19003,2019-01-18,17.0,45.56,36.11
19004,2019-01-18,18.0,42.22,15.62
19005,2019-01-18,19.0,37.22,16.5
19006,2019-01-18,20.0,22.78,11.67
19008,2019-01-19,9.0,41.0,
19009,2019-01-19,10.0,80.5,
19010,2019-01-19,11.0,97.27,
19011,2019-01-19,12.0,102.78,
19012,2019-01-19,13.0,88.89,
19013,2019-01-19,14.0,83.33,
19014,2019-01-19,15.0,94.5,
19015,2019-01-19,16.0,77.22,
19016,2019-01-19,17.0,65.56,
19017,2019-01-19,18.0,65.5,
19018,2019-01-19,19.0,58.89,
19019,2019-01-19,20.0,45.0,12.5
19022,2019-01-20,9.0,44.09,17.78
19023,2019-01-20,10.0,112.5,33.0
19024,2019-01-20,11.0,103.33,49.5
19025,2019-01-20,12.0,82.78,46.67
19026,2019-01-20,13.0,81.67,28.33
19027,2019-01-20,14.0,93.89,23.33
19028,2019-01-20,15.0,77.78,38.89
19029,2019-01-20,16.0,67.22,25.56
19030,2019-01-20,17.0,61.67,39.44
19031,2019-01-20,18.0,55.0,19.44
19032,2019-01-20,19.0,54.44,11.67
19033,2019-01-20,20.0,36.11,8.57
19036,2019-01-21,9.0,39.09,18.0
19037,2019-01-21,10.0,69.09,28.89
19038,2019-01-21,11.0,112.0,47.22
19039,2019-01-21,12.0,83.33,66.82
19040,2019-01-21,13.0,75.5,22.78
19041,2019-01-21,14.0,88.33,40.5
19042,2019-01-21,15.0,75.62,54.29
19043,2019-01-21,16.0,81.67,32.5
19044,2019-01-21,17.0,56.67,21.67
19045,2019-01-21,18.0,68.33,16.67
19046,2019-01-21,19.0,55.91,16.25
19047,2019-01-21,20.0,29.44,9.44
19050,2019-01-22,9.0,22.0,13.33
19051,2019-01-22,10.0,57.22,40.45
19052,2019-01-22,11.0,62.78,53.33
19053,2019-01-22,12.0,61.5,41.11
19054,2019-01-22,13.0,75.56,31.11
19055,2019-01-22,14.0,40.0,40.56
19056,2019-01-22,15.0,57.22,25.0
19057,2019-01-22,16.0,45.56,31.11
19058,2019-01-22,17.0,43.89,32.78
19059,2019-01-22,18.0,36.11,12.0
19060,2019-01-22,19.0,43.89,18.33
19061,2019-01-22,20.0,19.5,5.56
19066,2019-01-23,9.0,30.45,11.11
19067,2019-01-23,10.0,52.78,30.0
19068,2019-01-23,11.0,53.33,42.78
19069,2019-01-23,12.0,47.78,41.11
19070,2019-01-23,13.0,42.78,15.56
19071,2019-01-23,14.0,35.56,18.33
19072,2019-01-23,15.0,34.44,13.89
19073,2019-01-23,16.0,37.22,9.44
19074,2019-01-23,17.0,34.44,9.44
19075,2019-01-23,18.0,22.78,6.11
19076,2019-01-23,19.0,20.5,5.0
19077,2019-01-23,20.0,10.56,5.0
19080,2019-01-24,9.0,15.5,
19081,2019-01-24,10.0,38.64,
19082,2019-01-24,11.0,41.11,
19083,2019-01-24,12.0,45.56,10.0
19084,2019-01-24,13.0,29.44,38.33
19085,2019-01-24,14.0,30.0,21.5
19086,2019-01-24,15.0,38.89,25.71
19087,2019-01-24,16.0,25.56,11.67
19088,2019-01-24,17.0,21.11,16.5
19089,2019-01-24,18.0,18.89,20.56
19090,2019-01-24,19.0,11.0,21.11
19091,2019-01-24,20.0,10.0,7.78
19094,2019-01-25,9.0,15.0,16.0
19095,2019-01-25,10.0,40.83,31.5
19096,2019-01-25,11.0,61.67,38.18
19097,2019-01-25,12.0,43.89,38.5
19098,2019-01-25,13.0,53.89,16.67
19099,2019-01-25,14.0,41.67,19.44
19100,2019-01-25,15.0,45.91,17.78
19101,2019-01-25,16.0,40.0,14.5
19102,2019-01-25,17.0,37.0,14.09
19103,2019-01-25,18.0,53.5,10.0
19104,2019-01-25,19.0,35.0,7.22
19105,2019-01-25,20.0,22.22,5.0
19108,2019-01-26,9.0,29.09,16.11
19109,2019-01-26,10.0,63.33,25.56
19110,2019-01-26,11.0,57.22,53.89
19111,2019-01-26,12.0,56.0,30.0
19112,2019-01-26,13.0,68.89,33.89
19113,2019-01-26,14.0,55.5,18.89
19114,2019-01-26,15.0,60.0,38.33
19115,2019-01-26,16.0,51.67,43.33
19116,2019-01-26,17.0,48.89,25.5
19117,2019-01-26,18.0,44.5,28.5
19118,2019-01-26,19.0,40.5,27.14
19119,2019-01-26,20.0,26.67,23.75
19122,2019-01-27,9.0,15.91,18.75
19123,2019-01-27,10.0,38.57,15.56
19124,2019-01-27,11.0,55.0,31.36
19125,2019-01-27,12.0,34.5,35.0
19126,2019-01-27,13.0,32.78,9.44
19127,2019-01-27,14.0,23.89,5.0
19128,2019-01-27,15.0,31.11,5.0
19129,2019-01-27,16.0,19.5,5.0
19130,2019-01-27,17.0,15.0,5.0
19131,2019-01-27,18.0,15.0,5.0
19132,2019-01-27,19.0,15.0,5.0
19133,2019-01-27,20.0,15.0,5.0
19136,2019-01-28,9.0,20.0,12.22
19137,2019-01-28,10.0,45.83,37.5
19138,2019-01-28,11.0,130.42,34.5
19139,2019-01-28,12.0,131.82,50.62
19140,2019-01-28,13.0,88.5,44.5
19141,2019-01-28,14.0,73.33,23.33
19142,2019-01-28,15.0,61.0,22.78
19143,2019-01-28,16.0,56.11,27.22
19144,2019-01-28,17.0,58.0,13.89
19145,2019-01-28,18.0,33.5,11.67
19146,2019-01-28,19.0,32.27,11.67
19147,2019-01-28,20.0,16.67,5.0
19150,2019-01-29,9.0,23.5,13.12
19151,2019-01-29,10.0,56.67,37.0
19152,2019-01-29,11.0,50.0,46.11
19153,2019-01-29,12.0,56.67,47.73
19154,2019-01-29,13.0,44.5,17.78
19155,2019-01-29,14.0,41.5,23.64
19156,2019-01-29,15.0,42.0,19.38
19157,2019-01-29,16.0,45.0,21.43
19158,2019-01-29,17.0,44.44,10.71
19159,2019-01-29,18.0,61.67,13.5
19160,2019-01-29,19.0,37.22,20.5
19161,2019-01-29,20.0,33.5,10.56
19165,2019-01-30,9.0,34.0,10.62
19166,2019-01-30,10.0,52.78,34.0
19167,2019-01-30,11.0,53.33,40.0
19168,2019-01-30,12.0,46.0,33.33
19169,2019-01-30,13.0,35.56,13.33
19170,2019-01-30,14.0,36.5,26.25
19171,2019-01-30,15.0,37.22,23.33
19172,2019-01-30,16.0,31.67,30.5
19173,2019-01-30,17.0,27.22,7.78
19174,2019-01-30,18.0,20.56,6.11
19175,2019-01-30,19.0,15.79,5.0
19176,2019-01-30,20.0,11.82,5.0
19179,2019-01-31,9.0,28.18,15.56
19180,2019-01-31,10.0,43.64,37.22
19181,2019-01-31,11.0,53.0,31.11
19182,2019-01-31,12.0,37.78,23.89
19183,2019-01-31,13.0,36.0,22.22
19184,2019-01-31,14.0,34.44,18.33
19185,2019-01-31,15.0,30.56,26.5
19186,2019-01-31,16.0,33.89,13.89
19187,2019-01-31,17.0,23.33,9.09
19188,2019-01-31,18.0,33.0,6.67
19189,2019-01-31,19.0,25.0,5.0
19190,2019-01-31,20.0,17.78,5.0
19193,2019-02-01,9.0,28.85,12.22
19194,2019-02-01,10.0,49.5,37.5
19195,2019-02-01,11.0,50.5,66.67
19196,2019-02-01,12.0,44.0,45.56
19197,2019-02-01,13.0,38.33,24.0
19198,2019-02-01,14.0,34.44,13.33
19199,2019-02-01,15.0,34.5,12.22
19200,2019-02-01,16.0,31.11,11.11
19201,2019-02-01,17.0,35.45,7.78
19202,2019-02-01,18.0,25.56,8.5
19203,2019-02-01,19.0,32.0,5.0
19204,2019-02-01,20.0,21.36,5.0
19206,2019-02-02,9.0,23.0,16.88
19207,2019-02-02,10.0,52.73,22.22
19208,2019-02-02,11.0,50.45,35.56
19209,2019-02-02,12.0,44.5,33.89
19210,2019-02-02,13.0,41.67,18.33
19211,2019-02-02,14.0,34.5,13.89
19212,2019-02-02,15.0,47.78,20.0
19213,2019-02-02,16.0,48.33,22.78
19214,2019-02-02,17.0,45.0,16.67
19215,2019-02-02,18.0,48.33,8.89
19216,2019-02-02,19.0,42.78,10.0
19217,2019-02-02,20.0,23.33,7.78
19220,2019-02-03,9.0,43.89,15.0
19221,2019-02-03,10.0,57.0,33.33
19222,2019-02-03,11.0,58.89,47.5
19223,2019-02-03,12.0,56.11,33.0
19224,2019-02-03,13.0,51.11,24.5
19225,2019-02-03,14.0,42.0,21.67
19226,2019-02-03,15.0,38.0,20.0
19227,2019-02-03,16.0,46.67,20.0
19228,2019-02-03,17.0,38.89,15.5
19229,2019-02-03,18.0,38.0,12.78
19230,2019-02-03,19.0,36.25,12.5
19231,2019-02-03,20.0,20.5,8.33
19234,2019-02-04,9.0,32.0,21.82
19235,2019-02-04,10.0,54.55,32.0
19236,2019-02-04,11.0,55.91,46.82
19237,2019-02-04,12.0,56.11,34.44
19238,2019-02-04,13.0,70.56,28.5
19239,2019-02-04,14.0,44.44,22.78
19240,2019-02-04,15.0,36.0,16.0
19241,2019-02-04,16.0,38.89,14.44
19242,2019-02-04,17.0,38.89,15.0
19243,2019-02-04,18.0,27.27,11.25
19244,2019-02-04,19.0,27.78,5.56
19245,2019-02-04,20.0,21.67,5.0
19248,2019-02-05,9.0,25.0,13.75
19249,2019-02-05,10.0,58.89,33.33
19250,2019-02-05,11.0,62.78,34.44
19251,2019-02-05,12.0,42.78,33.89
19252,2019-02-05,13.0,39.0,26.67
19253,2019-02-05,14.0,46.5,10.56
19254,2019-02-05,15.0,65.45,17.0
19255,2019-02-05,16.0,34.0,32.22
19256,2019-02-05,17.0,25.0,10.0
19257,2019-02-05,18.0,25.56,8.0
19258,2019-02-05,19.0,24.44,5.0
19259,2019-02-05,20.0,20.0,5.0
19263,2019-02-06,9.0,36.0,23.75
19264,2019-02-06,10.0,67.73,30.0
19265,2019-02-06,11.0,56.67,39.0
19266,2019-02-06,12.0,52.22,24.62
19267,2019-02-06,13.0,40.0,20.56
19268,2019-02-06,14.0,45.5,14.44
19269,2019-02-06,15.0,40.56,13.33
19270,2019-02-06,16.0,35.0,10.56
19271,2019-02-06,17.0,30.0,8.89
19272,2019-02-06,18.0,24.5,5.56
19273,2019-02-06,19.0,27.22,5.0
19274,2019-02-06,20.0,19.44,5.0
19278,2019-02-07,9.0,30.0,15.0
19279,2019-02-07,10.0,45.0,32.5
19280,2019-02-07,11.0,60.56,64.09
19281,2019-02-07,12.0,53.0,20.83
19282,2019-02-07,13.0,43.0,26.5
19283,2019-02-07,14.0,38.64,15.56
19284,2019-02-07,15.0,39.58,21.5
19285,2019-02-07,16.0,45.5,7.5
19286,2019-02-07,17.0,32.73,6.11
19287,2019-02-07,18.0,35.0,5.0
19288,2019-02-07,19.0,46.0,5.0
19289,2019-02-07,20.0,34.44,5.0
19292,2019-02-08,9.0,27.31,20.0
19293,2019-02-08,10.0,48.33,33.5
19294,2019-02-08,11.0,42.22,50.56
19295,2019-02-08,12.0,41.36,40.56
19296,2019-02-08,13.0,38.89,30.0
19297,2019-02-08,14.0,38.0,14.44
19298,2019-02-08,15.0,38.89,14.44
19299,2019-02-08,16.0,38.89,13.33
19300,2019-02-08,17.0,37.78,14.38
19301,2019-02-08,18.0,30.56,12.14
19302,2019-02-08,19.0,29.0,5.0
19303,2019-02-08,20.0,17.22,5.0
19305,2019-02-09,9.0,19.38,15.0
19306,2019-02-09,10.0,66.0,
19307,2019-02-09,11.0,66.11,27.5
19308,2019-02-09,12.0,52.78,29.44
19309,2019-02-09,13.0,70.56,30.0
19310,2019-02-09,14.0,49.5,37.0
19311,2019-02-09,15.0,60.0,48.75
19312,2019-02-09,16.0,70.45,26.67
19313,2019-02-09,17.0,60.0,35.56
19314,2019-02-09,18.0,56.11,16.5
19315,2019-02-09,19.0,56.11,31.11
19316,2019-02-09,20.0,40.0,25.62
19319,2019-02-10,9.0,21.11,15.56
19320,2019-02-10,10.0,54.55,25.0
19321,2019-02-10,11.0,61.67,30.71
19322,2019-02-10,12.0,55.56,39.44
19323,2019-02-10,13.0,44.44,30.71
19324,2019-02-10,14.0,41.11,16.67
19325,2019-02-10,15.0,42.22,25.56
19326,2019-02-10,16.0,43.33,17.22
19327,2019-02-10,17.0,43.33,20.0
19328,2019-02-10,18.0,45.56,13.89
19329,2019-02-10,19.0,40.56,9.44
19330,2019-02-10,20.0,21.67,11.25
19333,2019-02-11,9.0,57.08,12.86
19334,2019-02-11,10.0,53.64,40.0
19335,2019-02-11,11.0,52.27,45.0
19336,2019-02-11,12.0,47.22,74.5
19337,2019-02-11,13.0,41.11,21.67
19338,2019-02-11,14.0,50.56,25.56
19339,2019-02-11,15.0,43.33,20.0
19340,2019-02-11,16.0,32.22,13.33
19341,2019-02-11,17.0,29.44,6.67
19342,2019-02-11,18.0,34.44,5.5
19343,2019-02-11,19.0,21.67,5.0
19344,2019-02-11,20.0,19.44,5.0
19347,2019-02-12,9.0,21.11,
19348,2019-02-12,10.0,46.5,28.89
19349,2019-02-12,11.0,42.78,43.89
19350,2019-02-12,12.0,38.33,46.0
19351,2019-02-12,13.0,27.78,11.67
19352,2019-02-12,14.0,25.56,13.12
19353,2019-02-12,15.0,22.78,11.0
19354,2019-02-12,16.0,28.0,8.89
19355,2019-02-12,17.0,19.44,6.67
19356,2019-02-12,18.0,21.11,5.0
19357,2019-02-12,19.0,15.56,5.0
19358,2019-02-12,20.0,11.11,5.0
19363,2019-02-13,9.0,15.0,12.78
19364,2019-02-13,10.0,37.78,19.17
19365,2019-02-13,11.0,41.0,33.89
19366,2019-02-13,12.0,40.0,22.22
19367,2019-02-13,13.0,32.78,33.33
19368,2019-02-13,14.0,35.0,12.22
19369,2019-02-13,15.0,27.78,10.0
19370,2019-02-13,16.0,26.36,6.67
19371,2019-02-13,17.0,19.0,6.11
19372,2019-02-13,18.0,16.0,5.0
19373,2019-02-13,19.0,15.0,5.0
19374,2019-02-13,20.0,11.67,5.0
19378,2019-02-14,9.0,30.0,14.44
19379,2019-02-14,10.0,40.45,26.11
19380,2019-02-14,11.0,56.67,38.0
19381,2019-02-14,12.0,47.0,34.44
19382,2019-02-14,13.0,39.0,21.67
19383,2019-02-14,14.0,44.44,19.0
19384,2019-02-14,15.0,34.0,18.33
19385,2019-02-14,16.0,40.5,20.0
19386,2019-02-14,17.0,33.33,11.11
19387,2019-02-14,18.0,35.56,9.44
19388,2019-02-14,19.0,27.78,7.14
19389,2019-02-14,20.0,17.22,5.0
19392,2019-02-15,9.0,29.0,17.5
19393,2019-02-15,10.0,50.56,27.78
19394,2019-02-15,11.0,48.0,56.11
19395,2019-02-15,12.0,44.0,39.44
19396,2019-02-15,13.0,43.89,45.56
19397,2019-02-15,14.0,49.44,21.67
19398,2019-02-15,15.0,53.33,20.56
19399,2019-02-15,16.0,41.67,26.82
19400,2019-02-15,17.0,40.56,21.5
19401,2019-02-15,18.0,35.5,20.91
19402,2019-02-15,19.0,36.11,13.89
19403,2019-02-15,20.0,39.44,9.44
19406,2019-02-16,9.0,69.55,29.17
19407,2019-02-16,10.0,101.11,53.0
19408,2019-02-16,11.0,103.89,61.67
19409,2019-02-16,12.0,87.0,48.0
19410,2019-02-16,13.0,74.09,40.0
19411,2019-02-16,14.0,96.36,54.0
19412,2019-02-16,15.0,88.89,36.67
19413,2019-02-16,16.0,65.0,49.0
19414,2019-02-16,17.0,65.91,33.33
19415,2019-02-16,18.0,53.64,27.78
19416,2019-02-16,19.0,51.11,30.0
19417,2019-02-16,20.0,37.22,18.5
19420,2019-02-17,9.0,55.0,18.33
19421,2019-02-17,10.0,78.33,38.5
19422,2019-02-17,11.0,105.56,63.89
19423,2019-02-17,12.0,97.22,64.44
19424,2019-02-17,13.0,93.89,42.0
19425,2019-02-17,14.0,75.0,35.56
19426,2019-02-17,15.0,86.36,38.89
19427,2019-02-17,16.0,68.33,39.5
19428,2019-02-17,17.0,70.0,53.75
19429,2019-02-17,18.0,70.56,41.67
19430,2019-02-17,19.0,53.33,28.0
19431,2019-02-17,20.0,28.33,17.22
19433,2019-02-18,9.0,99.44,27.5
19434,2019-02-18,10.0,90.91,47.0
19435,2019-02-18,11.0,112.22,58.89
19436,2019-02-18,12.0,101.67,72.78
19437,2019-02-18,13.0,68.33,45.0
19438,2019-02-18,14.0,98.89,40.0
19439,2019-02-18,15.0,117.22,43.89
19440,2019-02-18,16.0,65.0,23.0
19441,2019-02-18,17.0,55.56,32.78
19442,2019-02-18,18.0,44.0,19.44
19443,2019-02-18,19.0,50.56,18.0
19444,2019-02-18,20.0,33.33,13.33
19447,2019-02-19,9.0,32.27,18.33
19448,2019-02-19,10.0,73.18,40.0
19449,2019-02-19,11.0,83.0,48.89
19450,2019-02-19,12.0,73.33,45.56
19451,2019-02-19,13.0,70.5,60.0
19452,2019-02-19,14.0,57.78,36.82
19453,2019-02-19,15.0,50.0,22.78
19454,2019-02-19,16.0,64.44,42.78
19455,2019-02-19,17.0,50.0,23.33
19456,2019-02-19,18.0,49.44,20.0
19457,2019-02-19,19.0,46.11,36.88
19458,2019-02-19,20.0,36.11,5.0
19463,2019-02-20,9.0,34.5,18.18
19464,2019-02-20,10.0,57.78,42.22
19465,2019-02-20,11.0,100.56,59.5
19466,2019-02-20,12.0,65.0,55.56
19467,2019-02-20,13.0,42.78,25.5
19468,2019-02-20,14.0,47.78,36.11
19469,2019-02-20,15.0,35.0,75.0
19470,2019-02-20,17.0,36.11,17.22
19471,2019-02-20,18.0,36.67,10.56
19472,2019-02-20,19.0,29.5,6.11
19473,2019-02-20,20.0,20.56,6.11
19476,2019-02-21,9.0,68.64,18.33
19477,2019-02-21,10.0,63.33,27.5
19478,2019-02-21,11.0,72.78,62.0
19479,2019-02-21,12.0,48.0,33.33
19480,2019-02-21,13.0,53.89,20.56
19481,2019-02-21,14.0,44.44,18.89
19482,2019-02-21,15.0,37.78,13.33
19483,2019-02-21,16.0,49.44,15.0
19484,2019-02-21,17.0,35.0,10.56
19485,2019-02-21,18.0,28.89,9.44
19486,2019-02-21,19.0,33.33,14.44
19487,2019-02-21,20.0,19.09,5.0
19490,2019-02-22,9.0,46.5,16.0
19491,2019-02-22,10.0,40.56,30.5
19492,2019-02-22,11.0,61.36,69.0
19493,2019-02-22,12.0,43.89,18.33
19494,2019-02-22,13.0,43.33,19.44
19495,2019-02-22,14.0,46.67,23.64
19496,2019-02-22,15.0,55.56,22.78
19497,2019-02-22,16.0,45.56,21.67
19498,2019-02-22,17.0,44.5,18.33
19499,2019-02-22,18.0,34.09,6.67
19500,2019-02-22,19.0,34.0,9.44
19501,2019-02-22,20.0,18.89,6.11
19504,2019-02-23,9.0,32.78,18.33
19505,2019-02-23,10.0,52.5,25.0
19506,2019-02-23,11.0,57.73,52.22
19507,2019-02-23,12.0,51.11,33.33
19508,2019-02-23,13.0,54.44,21.67
19509,2019-02-23,14.0,47.78,21.11
19510,2019-02-23,15.0,61.11,25.0
19511,2019-02-23,16.0,43.33,18.89
19512,2019-02-23,17.0,43.33,18.89
19513,2019-02-23,18.0,39.44,12.22
19514,2019-02-23,19.0,38.33,15.56
19515,2019-02-23,20.0,28.89,6.11
19518,2019-02-24,9.0,20.0,15.56
19519,2019-02-24,10.0,26.11,17.78
19520,2019-02-24,11.0,49.44,45.56
19521,2019-02-24,12.0,42.5,24.44
19522,2019-02-24,13.0,41.0,30.56
19523,2019-02-24,14.0,41.67,17.0
19524,2019-02-24,15.0,42.5,25.56
19525,2019-02-24,16.0,41.67,17.0
19526,2019-02-24,17.0,46.11,23.33
19527,2019-02-24,18.0,60.56,12.22
19528,2019-02-24,19.0,42.22,7.78
19529,2019-02-24,20.0,17.78,5.0
19532,2019-02-25,9.0,35.0,13.18
19533,2019-02-25,10.0,60.38,32.0
19534,2019-02-25,11.0,99.55,40.0
19535,2019-02-25,12.0,50.0,38.89
19536,2019-02-25,13.0,48.89,32.22
19537,2019-02-25,14.0,39.44,38.0
19538,2019-02-25,15.0,39.0,16.0
19539,2019-02-25,16.0,28.89,19.5
19540,2019-02-25,17.0,29.44,8.89
19541,2019-02-25,18.0,40.5,10.0
19542,2019-02-25,19.0,28.89,7.22
19543,2019-02-25,20.0,24.0,5.0
19545,2019-02-26,9.0,15.0,14.38
19546,2019-02-26,10.0,51.0,32.5
19547,2019-02-26,11.0,50.0,53.12
19548,2019-02-26,12.0,45.0,46.11
19549,2019-02-26,13.0,41.11,18.5
19550,2019-02-26,14.0,35.0,7.5
19551,2019-02-26,15.0,34.44,12.78
19552,2019-02-26,16.0,28.89,20.0
19553,2019-02-26,17.0,32.78,13.33
19554,2019-02-26,18.0,35.0,11.0
19555,2019-02-26,19.0,32.22,6.67
19556,2019-02-26,20.0,18.0,5.0
19560,2019-02-27,9.0,21.67,15.56
19561,2019-02-27,10.0,50.56,25.0
19562,2019-02-27,11.0,50.0,22.5
19563,2019-02-27,12.0,37.78,26.11
19564,2019-02-27,13.0,33.5,14.0
19565,2019-02-27,14.0,31.11,20.0
19566,2019-02-27,15.0,26.67,9.44
19567,2019-02-27,16.0,30.5,6.11
19568,2019-02-27,17.0,28.33,5.0
19569,2019-02-27,18.0,17.22,5.0
19570,2019-02-27,19.0,12.5,5.0
19571,2019-02-27,20.0,15.0,5.0
19575,2019-02-28,9.0,23.75,15.56
19576,2019-02-28,10.0,52.0,36.5
19577,2019-02-28,11.0,53.64,52.0
19578,2019-02-28,12.0,47.22,21.0
19579,2019-02-28,13.0,33.33,25.56
19580,2019-02-28,14.0,38.33,26.11
19581,2019-02-28,15.0,40.0,41.25
19582,2019-02-28,16.0,38.0,
19583,2019-02-28,17.0,34.5,
19584,2019-02-28,18.0,24.44,
19585,2019-02-28,19.0,27.78,20.0
19586,2019-02-28,20.0,17.22,11.67
19589,2019-03-01,9.0,25.0,14.44
19590,2019-03-01,10.0,51.82,33.33
19591,2019-03-01,11.0,42.22,28.89
19592,2019-03-01,12.0,37.22,18.33
19593,2019-03-01,13.0,32.22,14.0
19594,2019-03-01,14.0,30.56,18.5
19595,2019-03-01,15.0,30.56,13.33
19596,2019-03-01,16.0,25.56,5.56
19597,2019-03-01,17.0,26.11,7.5
19598,2019-03-01,18.0,27.22,5.0
19599,2019-03-01,19.0,27.22,5.0
19600,2019-03-01,20.0,14.44,5.0
19603,2019-03-02,9.0,28.46,10.0
19604,2019-03-02,10.0,55.56,35.71
19605,2019-03-02,11.0,63.0,46.11
19606,2019-03-02,12.0,50.56,43.33
19607,2019-03-02,13.0,46.5,27.78
19608,2019-03-02,14.0,41.67,32.78
19609,2019-03-02,15.0,47.0,24.5
19610,2019-03-02,16.0,47.22,24.44
19611,2019-03-02,17.0,44.44,23.33
19612,2019-03-02,18.0,43.89,21.67
19613,2019-03-02,19.0,36.11,20.0
19614,2019-03-02,20.0,30.0,18.0
19617,2019-03-03,9.0,33.33,13.0
19618,2019-03-03,10.0,63.89,39.44
19619,2019-03-03,11.0,72.22,60.5
19620,2019-03-03,12.0,52.78,53.75
19621,2019-03-03,13.0,49.44,27.22
19622,2019-03-03,14.0,47.22,38.89
19623,2019-03-03,15.0,48.33,25.0
19624,2019-03-03,16.0,52.22,15.0
19625,2019-03-03,17.0,42.22,22.22
19626,2019-03-03,18.0,42.0,41.67
19627,2019-03-03,19.0,26.11,22.78
19628,2019-03-03,20.0,20.56,9.44
19631,2019-03-04,9.0,28.5,15.56
19632,2019-03-04,10.0,61.82,31.5
19633,2019-03-04,11.0,69.0,45.0
19634,2019-03-04,12.0,60.56,49.44
19635,2019-03-04,13.0,57.22,25.56
19636,2019-03-04,14.0,40.0,21.0
19637,2019-03-04,15.0,45.56,22.78
19638,2019-03-04,16.0,40.56,13.5
19639,2019-03-04,17.0,37.0,15.0
19640,2019-03-04,18.0,40.5,8.89
19641,2019-03-04,19.0,26.11,5.0
19642,2019-03-04,20.0,20.0,5.0
19645,2019-03-05,9.0,28.18,17.78
19646,2019-03-05,10.0,72.69,34.44
19647,2019-03-05,11.0,75.0,47.0
19648,2019-03-05,12.0,57.78,28.5
19649,2019-03-05,13.0,51.5,26.5
19650,2019-03-05,14.0,46.67,14.38
19651,2019-03-05,15.0,48.89,23.0
19652,2019-03-05,16.0,48.33,17.78
19653,2019-03-05,17.0,46.11,25.0
19654,2019-03-05,18.0,41.67,16.11
19655,2019-03-05,19.0,46.11,15.0
19656,2019-03-05,20.0,42.78,13.33
19661,2019-03-06,9.0,30.0,16.67
19662,2019-03-06,10.0,67.22,25.0
19663,2019-03-06,11.0,78.89,43.5
19664,2019-03-06,12.0,71.11,35.5
19665,2019-03-06,13.0,75.0,19.0
19666,2019-03-06,14.0,75.56,28.33
19667,2019-03-06,15.0,62.22,26.5
19668,2019-03-06,16.0,63.33,21.67
19669,2019-03-06,17.0,55.56,27.22
19670,2019-03-06,18.0,51.67,18.89
19671,2019-03-06,19.0,41.11,22.22
19672,2019-03-06,20.0,27.78,8.33
19675,2019-03-07,9.0,34.09,16.11
19676,2019-03-07,10.0,70.0,28.89
19677,2019-03-07,11.0,71.11,44.44
19678,2019-03-07,12.0,56.67,40.56
19679,2019-03-07,13.0,50.0,20.5
19680,2019-03-07,14.0,68.33,24.44
19681,2019-03-07,15.0,48.89,40.0
19682,2019-03-07,16.0,56.67,25.56
19683,2019-03-07,17.0,46.67,21.67
19684,2019-03-07,18.0,41.67,16.67
19685,2019-03-07,19.0,44.5,22.78
19686,2019-03-07,20.0,29.0,10.56
19689,2019-03-08,9.0,23.18,18.12
19690,2019-03-08,10.0,57.22,34.0
19691,2019-03-08,11.0,55.56,53.5
19692,2019-03-08,12.0,46.67,29.44
19693,2019-03-08,13.0,39.44,25.0
19694,2019-03-08,14.0,44.0,20.0
19695,2019-03-08,15.0,59.5,22.22
19696,2019-03-08,16.0,50.0,29.5
19697,2019-03-08,17.0,37.22,15.56
19698,2019-03-08,18.0,37.0,9.44
19699,2019-03-08,19.0,33.33,9.44
19700,2019-03-08,20.0,20.56,7.78
19703,2019-03-09,9.0,27.78,17.78
19704,2019-03-09,10.0,56.5,39.44
19705,2019-03-09,11.0,55.0,46.67
19706,2019-03-09,12.0,60.56,30.56
19707,2019-03-09,13.0,42.69,21.67
19708,2019-03-09,14.0,46.67,21.5
19709,2019-03-09,15.0,51.5,25.56
19710,2019-03-09,16.0,51.5,22.22
19711,2019-03-09,17.0,47.5,28.0
19712,2019-03-09,18.0,45.56,13.33
19713,2019-03-09,19.0,48.33,13.89
19714,2019-03-09,20.0,22.22,9.38
19717,2019-03-10,9.0,37.27,15.56
19718,2019-03-10,10.0,67.5,33.0
19719,2019-03-10,11.0,65.0,40.0
19720,2019-03-10,12.0,58.5,27.22
19721,2019-03-10,13.0,55.0,30.0
19722,2019-03-10,14.0,53.33,18.89
19723,2019-03-10,15.0,46.11,32.0
19724,2019-03-10,16.0,57.22,22.78
19725,2019-03-10,17.0,44.44,26.5
19726,2019-03-10,18.0,47.08,15.56
19727,2019-03-10,19.0,43.33,12.5
19728,2019-03-10,20.0,25.56,5.56
19730,2019-03-11,9.0,49.5,17.5
19731,2019-03-11,10.0,68.18,43.75
19732,2019-03-11,11.0,80.0,37.5
19733,2019-03-11,12.0,75.0,53.33
19734,2019-03-11,13.0,63.33,41.67
19735,2019-03-11,14.0,59.44,16.67
19736,2019-03-11,15.0,64.5,40.0
19737,2019-03-11,16.0,61.67,30.56
19738,2019-03-11,17.0,55.0,32.22
19739,2019-03-11,18.0,50.56,26.0
19740,2019-03-11,19.0,45.91,19.44
19741,2019-03-11,20.0,33.0,10.0
19744,2019-03-12,9.0,48.46,12.5
19745,2019-03-12,10.0,87.78,42.22
19746,2019-03-12,11.0,78.5,68.89
